player_id,registration_date,days_since_registration,segment,total_playtime_hours,session_frequency_per_week,avg_session_duration_min,total_spending_usd,days_since_last_login,achievement_count,friend_count,chat_messages_sent,in_game_purchases_count,level_reached,churn_probability,churned_7day,churned_30day
P2235,2025-10-26,64,Casual,2.7,0.8,34.0,0.0,2,45,2,5,0,1,0.3803,0,0
P5214,2025-11-15,44,Regular,54.6,8.6,29.0,37.24,0,75,9,79,2,27,0.0847,0,0
P4841,2025-10-26,64,Casual,7.1,3.7,17.0,0.0,6,45,4,5,0,3,0.527,0,0
P4775,2025-04-24,249,Hardcore,118.0,9.8,71.9,28.35,0,112,21,126,1,59,0.0,0,0
P7832,2025-10-14,76,Regular,66.5,3.4,30.8,70.72,1,75,30,23,4,33,0.0516,0,0
P2815,2025-10-25,65,Whale,222.6,8.7,112.8,792.72,1,97,42,317,52,100,0.0,0,0
P4016,2025-07-14,168,Regular,60.4,6.0,44.4,25.27,8,75,13,46,1,30,0.3499,1,0
P5737,2025-06-15,197,Casual,1.0,1.9,25.7,0.0,5,45,4,3,0,0,0.4607,0,0
P7799,2025-06-03,209,Regular,25.3,6.0,88.2,26.6,15,75,15,50,1,12,0.5462,1,0
P4740,2025-12-01,28,Hardcore,153.2,13.9,77.2,97.48,1,112,48,222,6,76,0.023,0,0
P8045,2025-10-14,76,Casual,60.8,1.4,17.0,0.0,3,45,5,1,0,30,0.3324,0,0
P8277,2025-08-28,123,Casual,6.6,3.5,41.8,0.0,1,45,3,21,0,3,0.2632,0,0
P2332,2025-06-17,195,Casual,3.3,1.7,48.1,0.0,3,45,2,33,0,1,0.3451,0,0
P1255,2025-12-28,1,Regular,37.4,1.9,56.8,26.09,10,75,10,25,1,18,0.5743,1,0
P4229,2025-12-01,28,Casual,9.7,0.7,17.4,0.0,3,45,3,55,0,4,0.5323,0,0
P8612,2025-08-24,127,Hardcore,189.0,12.0,74.2,92.89,3,112,80,96,6,94,0.0,0,0
P1126,2025-10-29,61,Hardcore,149.9,10.1,100.3,193.54,13,112,43,290,12,74,0.1968,1,0
P2861,2025-12-28,1,Regular,24.5,2.8,49.5,17.44,1,75,15,45,1,12,0.333,0,0
P5304,2025-11-01,58,Hardcore,181.9,8.5,67.1,107.15,0,112,43,178,7,90,0.0,0,0
P4451,2025-10-09,81,Regular,37.8,2.0,65.9,49.49,2,75,18,26,3,18,0.2405,0,0
P8845,2025-12-03,26,Regular,47.0,2.3,58.5,53.98,12,75,17,65,3,23,0.6788,1,0
P2693,2025-05-07,236,Casual,4.6,0.5,5.1,0.0,5,45,2,12,0,2,0.575,0,0
P5943,2025-11-21,38,Casual,10.3,1.0,9.2,10.0,0,45,3,3,1,5,0.3651,0,0
P7184,2025-12-16,13,Casual,1.0,1.6,5.0,0.0,3,45,3,19,0,0,0.5783,0,0
P7614,2025-10-14,76,Casual,28.4,3.6,13.5,0.0,3,45,3,18,0,14,0.3674,0,0
P6824,2025-12-22,7,Casual,3.5,5.4,5.0,0.0,4,45,2,2,0,1,0.6414,0,0
P3357,2025-08-18,133,Casual,5.9,3.2,30.2,5.0,3,45,7,18,1,2,0.3477,0,0
P4779,2025-09-13,107,Hardcore,141.1,14.4,104.9,64.17,0,112,24,266,4,70,0.0,0,0
P3832,2025-11-17,42,Casual,5.5,2.3,19.5,0.0,1,45,4,6,0,2,0.3571,0,0
P9886,2025-11-21,38,Regular,24.1,2.5,27.5,27.86,1,75,19,34,1,12,0.1135,0,0
P7154,2025-10-11,79,Casual,31.6,3.4,12.1,0.0,9,45,1,0,0,15,0.5784,1,0
P7668,2025-09-06,114,Casual,37.0,1.5,25.4,0.0,20,45,3,7,0,18,0.8115,1,0
P1613,2025-11-21,38,Casual,1.6,2.7,8.2,0.0,4,45,2,16,0,0,0.4593,0,0
P8743,2025-07-15,167,Casual,7.6,1.7,5.0,0.0,6,45,1,13,0,3,0.4976,0,0
P10531,2025-12-08,21,Hardcore,140.2,10.4,97.9,108.37,8,112,30,63,7,70,0.1979,1,0
P6628,2025-06-19,193,Regular,30.8,13.8,22.7,33.61,1,75,22,59,2,15,0.0012,0,0
P4615,2025-08-28,123,Casual,98.8,0.5,7.6,0.0,6,45,0,8,0,49,0.5191,0,0
P7328,2025-09-10,110,Regular,36.8,5.4,58.2,18.35,2,75,12,73,1,18,0.1548,0,0
P1060,2025-12-03,26,Casual,48.0,0.5,39.4,0.0,2,45,3,0,0,24,0.5044,0,0
P10285,2025-08-19,132,Regular,65.7,6.2,48.0,14.86,5,75,18,56,1,32,0.3196,0,0
P9780,2025-11-02,57,Casual,34.1,0.6,6.9,0.0,1,45,6,7,0,17,0.4104,0,0
P2579,2025-08-02,149,Regular,45.0,1.5,44.6,34.89,3,75,11,15,2,22,0.1884,0,0
P8728,2025-10-20,70,Hardcore,109.1,16.1,74.7,74.91,1,112,60,104,4,54,0.0,0,0
P4133,2025-11-12,47,Regular,66.0,2.8,39.3,20.53,0,75,19,51,1,33,0.1618,0,0
P9748,2025-12-13,16,Casual,53.1,3.1,6.2,0.0,25,45,1,2,0,26,0.8971,1,0
P7688,2025-10-20,70,Regular,39.5,2.1,40.3,56.85,0,75,8,67,3,19,0.0509,0,0
P6731,2025-08-13,138,Casual,19.3,0.7,12.5,0.0,3,45,4,4,0,9,0.3858,0,0
P2878,2025-09-30,90,Casual,22.3,2.3,8.7,0.0,7,45,9,0,0,11,0.4741,1,0
P4593,2025-06-22,190,Regular,36.9,2.2,27.8,14.14,2,75,20,21,1,18,0.1385,0,0
P5905,2025-08-03,148,Casual,25.1,1.1,7.4,0.0,4,45,4,38,0,12,0.3418,0,0
P6215,2025-10-21,69,Regular,52.3,4.3,21.4,25.29,8,75,10,39,1,26,0.3861,1,0
P10651,2025-10-31,59,Casual,3.0,1.5,13.3,0.0,7,45,4,4,0,1,0.4811,1,0
P3150,2025-11-09,50,Casual,4.9,2.6,24.9,0.0,0,45,6,7,0,2,0.3313,0,0
P1538,2025-10-16,74,Regular,42.0,3.3,40.5,40.9,6,75,26,55,2,21,0.3226,0,0
P2464,2025-09-20,100,Whale,80.3,5.4,75.6,386.41,6,97,56,375,25,40,0.0,0,0
P2774,2024-12-29,365,Hardcore,266.8,11.6,67.7,166.67,3,112,32,211,11,100,0.0,0,0
P4678,2025-11-05,54,Hardcore,144.0,13.0,115.7,110.94,0,112,62,211,7,72,0.0,0,0
P4911,2025-12-16,13,Casual,13.1,3.3,5.0,0.0,30,45,2,0,0,6,0.95,1,1
P4737,2025-07-24,158,Hardcore,159.6,14.3,81.0,113.17,4,112,27,231,7,79,0.0,0,0
P1684,2025-11-07,52,Hardcore,205.1,7.5,60.7,68.75,2,112,26,110,4,100,0.0,0,0
P10708,2025-12-22,7,Casual,23.0,0.5,8.6,0.0,1,45,2,4,0,11,0.5714,0,0
P10718,2025-05-20,223,Casual,7.9,0.6,25.7,0.0,6,45,1,25,0,3,0.5071,0,0
P6294,2025-11-24,35,Hardcore,84.7,14.5,70.1,119.95,3,112,49,155,7,42,0.0,0,0
P8071,2025-10-18,72,Regular,36.8,2.4,54.0,21.11,0,75,21,48,1,18,0.1139,0,0
P3372,2025-11-18,41,Regular,17.4,2.9,28.8,21.59,2,75,7,34,1,8,0.2164,0,0
P6355,2025-08-21,130,Regular,41.9,4.3,57.6,12.17,6,75,7,86,1,20,0.2595,0,0
P7215,2025-09-27,93,Hardcore,101.9,13.0,86.1,52.24,8,112,55,107,3,50,0.1325,1,0
P4038,2025-09-30,90,Casual,4.2,4.0,18.4,0.0,17,45,2,3,0,2,0.7506,1,0
P9466,2025-10-15,75,Regular,52.9,2.7,57.3,47.24,1,75,16,23,3,26,0.0912,0,0
P2801,2025-11-19,40,Regular,78.8,5.6,48.5,29.32,2,75,13,58,1,39,0.1461,0,0
P5330,2025-12-16,13,Casual,9.4,2.6,10.3,0.0,16,45,2,4,0,4,0.8825,1,0
P7364,2025-12-28,1,Regular,42.1,4.2,36.0,50.7,1,75,19,28,3,21,0.2112,0,0
P5017,2025-12-28,1,Hardcore,123.5,11.9,135.4,125.18,1,112,39,174,8,61,0.0,0,0
P8118,2025-10-20,70,Regular,27.2,4.9,31.4,26.05,5,75,14,46,1,13,0.1655,0,0
P3673,2025-12-25,4,Casual,34.0,1.6,10.2,0.0,4,45,8,5,0,17,0.6103,0,0
P10418,2025-12-11,18,Regular,36.6,5.7,61.2,50.67,2,75,26,74,3,18,0.3079,0,0
P5641,2025-08-20,131,Casual,6.8,3.2,13.5,10.0,1,45,4,2,1,3,0.2783,0,0
P3228,2025-10-19,71,Casual,37.9,1.9,8.2,0.0,4,45,10,11,0,18,0.4301,0,0
P2328,2025-07-19,163,Regular,39.9,5.2,48.5,29.47,1,75,9,61,1,19,0.079,0,0
P6111,2025-08-29,122,Hardcore,177.9,11.8,92.4,165.29,5,112,30,285,11,88,0.0,0,0
P1512,2025-11-24,35,Hardcore,151.1,15.2,124.5,33.99,2,112,63,150,2,75,0.0,0,0
P8099,2025-12-26,3,Hardcore,136.7,14.4,113.8,138.23,2,112,39,146,9,68,0.0955,0,0
P6614,2025-06-28,184,Regular,23.4,2.1,25.2,13.47,4,75,33,28,1,11,0.2972,0,0
P8460,2025-12-15,14,Regular,56.3,4.4,26.5,39.12,1,75,13,70,2,28,0.2462,0,0
P5886,2025-11-08,51,Casual,9.4,1.7,19.3,0.0,16,45,4,9,0,4,0.7545,1,0
P10929,2025-04-04,269,Hardcore,79.9,10.5,165.2,109.0,1,112,31,173,7,39,0.0,0,0
P3879,2025-12-09,20,Casual,5.9,0.5,5.3,0.0,5,45,3,9,0,2,0.6903,0,0
P6951,2025-12-18,11,Casual,14.3,2.5,14.1,0.0,2,45,5,2,0,7,0.4579,0,0
P9494,2025-10-25,65,Casual,6.8,3.9,24.2,0.0,1,45,2,15,0,3,0.3639,0,0
P10297,2025-10-12,78,Hardcore,147.5,10.7,53.4,98.75,0,112,45,134,6,73,0.0,0,0
P9283,2025-11-01,58,Casual,2.6,0.9,11.9,0.0,7,45,0,0,0,1,0.5892,1,0
P6190,2025-01-15,348,Casual,7.1,3.9,5.0,0.0,4,45,4,13,0,3,0.5129,0,0
P3819,2025-10-26,64,Casual,3.9,1.6,17.2,0.0,0,45,4,16,0,1,0.3427,0,0
P4024,2025-10-19,71,Casual,24.6,6.8,9.7,0.0,4,45,3,8,0,12,0.38,0,0
P6799,2025-12-18,11,Casual,59.1,1.2,22.4,0.0,3,45,4,9,0,29,0.4898,0,0
P6302,2025-12-06,23,Hardcore,132.1,17.0,91.2,102.72,0,112,54,173,6,66,0.0,0,0
P5193,2025-07-31,151,Regular,35.7,9.0,54.4,33.54,0,75,17,57,2,17,0.085,0,0
P9381,2025-12-07,22,Casual,28.9,2.1,5.0,0.0,2,45,0,1,0,14,0.6268,0,0
P8095,2025-04-29,244,Regular,29.2,6.7,33.8,12.02,1,75,18,42,1,14,0.1179,0,0
P6062,2025-12-21,8,Regular,36.0,8.0,98.1,43.54,3,75,15,33,2,18,0.3267,0,0
P6326,2025-09-27,93,Casual,17.9,2.0,16.1,5.0,0,45,1,21,1,8,0.3645,0,0
P10064,2025-12-25,4,Regular,71.7,9.2,27.5,16.07,2,75,8,13,1,35,0.2263,0,0
P9866,2025-12-05,24,Regular,22.7,1.5,33.0,19.55,5,75,19,63,1,11,0.3904,0,0
P2290,2025-10-11,79,Casual,11.5,1.4,5.3,0.0,28,45,2,4,0,5,0.8226,1,0
P6125,2025-12-01,28,Regular,28.2,3.9,26.6,16.73,0,75,21,33,1,14,0.2497,0,0
P9430,2025-04-19,254,Casual,6.7,5.1,8.6,0.0,26,45,3,5,0,3,0.7415,1,0
P5529,2025-11-05,54,Casual,11.9,0.8,5.7,0.0,19,45,2,22,0,5,0.8538,1,0
P7530,2025-08-27,124,Regular,50.5,3.0,60.2,22.4,0,75,10,33,1,25,0.0565,0,0
P4703,2025-10-28,62,Hardcore,155.6,9.6,56.2,47.74,11,112,57,173,3,77,0.2649,1,0
P10598,2025-09-04,116,Casual,3.4,1.8,9.6,0.0,19,45,7,1,0,1,0.7302,1,0
P2867,2025-12-28,1,Casual,20.1,3.1,6.8,0.0,2,45,6,2,0,10,0.5414,0,0
P8231,2025-10-05,85,Regular,34.4,2.8,26.0,18.17,8,75,23,25,1,17,0.2868,1,0
P2085,2025-11-15,44,Regular,24.2,5.8,47.6,37.53,0,75,9,86,2,12,0.0,0,0
P5874,2025-08-18,133,Casual,1.0,3.1,8.2,0.0,12,45,9,14,0,0,0.7891,1,0
P7400,2025-10-12,78,Regular,34.7,3.9,31.4,32.25,5,75,6,60,2,17,0.2861,0,0
P3599,2025-10-17,73,Casual,4.0,1.2,13.4,0.0,2,45,1,11,0,2,0.4614,0,0
P5416,2025-09-01,119,Regular,28.4,3.3,28.7,19.15,2,75,17,66,1,14,0.2081,0,0
P5411,2025-08-07,144,Casual,9.2,1.1,15.4,0.0,14,45,1,10,0,4,0.7408,1,0
P7707,2025-02-05,327,Regular,29.0,3.2,67.9,21.74,9,75,8,14,1,14,0.4943,1,0
P3823,2025-10-05,85,Casual,13.3,5.4,11.7,0.0,6,45,1,3,0,6,0.5209,0,0
P3976,2025-12-24,5,Hardcore,147.6,9.9,137.6,56.85,2,112,32,104,3,73,0.1374,0,0
P1997,2025-09-13,107,Casual,9.4,1.0,9.9,0.0,2,45,10,40,0,4,0.3243,0,0
P2286,2025-04-09,264,Casual,16.2,1.8,14.2,10.0,6,45,4,3,1,8,0.4595,0,0
P7967,2025-12-05,24,Casual,2.4,3.9,18.5,0.0,15,45,3,20,0,1,0.95,1,0
P5890,2025-09-17,103,Casual,16.7,2.8,5.5,0.0,0,45,9,13,0,8,0.3221,0,0
P5295,2025-08-25,126,Casual,5.2,2.5,10.7,0.0,9,45,2,9,0,2,0.547,1,0
P2737,2025-09-27,93,Casual,30.8,2.2,15.5,0.0,9,45,2,22,0,15,0.6108,1,0
P7534,2025-11-12,47,Casual,40.9,1.9,27.7,0.0,4,45,2,20,0,20,0.4297,0,0
P3234,2025-11-02,57,Regular,46.0,5.8,41.9,31.49,1,75,6,55,2,23,0.1368,0,0
P3579,2025-12-20,9,Regular,61.2,5.4,21.2,25.4,1,75,22,47,1,30,0.2956,0,0
P2495,2025-10-19,71,Regular,51.9,11.2,33.4,49.18,5,75,6,83,3,25,0.2658,0,0
P9078,2025-12-24,5,Casual,18.9,8.2,13.2,0.0,0,45,1,6,0,9,0.3763,0,0
P7210,2025-02-23,309,Regular,29.8,3.9,23.2,28.97,5,75,26,44,1,14,0.2079,0,0
P1619,2025-12-12,17,Regular,69.3,4.5,32.5,7.21,2,75,12,28,1,34,0.4102,0,0
P6764,2025-12-16,13,Hardcore,190.3,20.3,119.7,139.98,7,112,29,151,9,95,0.1319,1,0
P3488,2025-12-06,23,Regular,26.2,4.7,70.8,55.31,13,75,8,63,3,13,0.7223,1,0
P6849,2025-11-07,52,Regular,68.1,2.7,40.2,22.95,0,75,6,52,1,34,0.145,0,0
P3129,2025-11-03,56,Regular,32.2,4.1,34.3,42.76,0,75,24,60,2,16,0.1533,0,0
P7723,2025-08-22,129,Regular,45.4,5.2,42.0,30.13,0,75,22,51,2,22,0.0953,0,0
P1431,2025-12-22,7,Hardcore,184.8,16.8,145.0,152.61,0,112,41,124,10,92,0.0,0,0
P2070,2025-12-01,28,Casual,1.7,1.8,12.7,0.0,3,45,0,7,0,0,0.5491,0,0
P9388,2025-09-01,119,Regular,32.2,5.7,20.1,9.26,0,75,6,94,1,16,0.1185,0,0
P9784,2025-06-17,195,Regular,32.6,5.7,23.2,14.29,4,75,8,83,1,16,0.2088,0,0
P4293,2025-12-28,1,Regular,21.1,5.0,75.0,14.37,5,75,22,29,1,10,0.2828,0,0
P7279,2025-09-30,90,Casual,9.1,4.3,19.8,0.0,3,45,8,20,0,4,0.3391,0,0
P5079,2025-10-16,74,Casual,8.3,2.7,5.0,0.0,6,45,4,2,0,4,0.5514,0,0
P9458,2025-11-03,56,Whale,303.1,7.8,90.8,730.92,5,97,38,150,48,100,0.0,0,0
P9625,2025-09-02,118,Regular,34.3,7.1,66.5,34.61,3,75,10,25,2,17,0.0994,0,0
P9510,2025-10-19,71,Casual,12.8,2.0,6.8,0.0,8,45,5,18,0,6,0.6492,1,0
P7579,2025-10-27,63,Regular,58.6,3.1,23.2,19.75,0,75,12,35,1,29,0.0607,0,0
P8228,2025-10-23,67,Hardcore,136.0,13.2,87.7,140.1,0,112,20,138,9,68,0.0,0,0
P8262,2025-08-26,125,Regular,45.6,7.4,29.7,46.79,1,75,6,59,3,22,0.1208,0,0
P7974,2025-12-13,16,Regular,42.6,4.0,48.6,70.75,0,75,24,45,4,21,0.1465,0,0
P3385,2025-12-09,20,Regular,44.7,6.7,36.7,16.11,11,75,17,70,1,22,0.6226,1,0
P6070,2025-04-30,243,Regular,28.0,8.0,58.0,23.41,3,75,20,33,1,14,0.236,0,0
P5366,2024-12-29,365,Casual,39.2,3.6,16.6,0.0,2,45,2,38,0,19,0.301,0,0
P8127,2025-11-24,35,Casual,1.5,0.5,9.3,0.0,11,45,1,7,0,0,0.6883,1,0
P9664,2025-12-18,11,Regular,31.9,9.0,74.6,26.19,1,75,30,90,1,15,0.1385,0,0
P10880,2025-04-10,263,Regular,43.4,3.0,10.0,10.38,2,75,9,63,1,21,0.1147,0,0
P4993,2025-11-19,40,Casual,30.3,1.5,6.2,0.0,1,45,0,17,0,15,0.36,0,0
P3186,2025-09-11,109,Hardcore,191.0,17.9,110.5,83.5,1,112,42,185,5,95,0.0,0,0
P4340,2025-07-21,161,Hardcore,142.8,14.8,131.0,45.93,3,112,30,70,3,71,0.0,0,0
P2324,2025-04-12,261,Whale,172.1,9.9,110.8,512.79,1,97,60,228,34,86,0.0,0,0
P1158,2025-06-04,208,Casual,28.2,2.7,12.9,0.0,0,45,8,18,0,14,0.2884,0,0
P1519,2025-09-10,110,Casual,8.0,1.9,5.0,0.0,0,45,0,25,0,4,0.2568,0,0
P6694,2025-11-29,30,Hardcore,176.3,7.4,69.3,74.84,0,112,49,142,4,88,0.0,0,0
P6979,2025-12-14,15,Regular,34.2,3.9,22.8,22.13,0,75,10,68,1,17,0.2533,0,0
P5042,2025-10-02,88,Regular,54.2,7.9,22.8,59.05,10,75,20,38,3,27,0.4136,1,0
P8980,2025-11-04,55,Casual,14.2,0.5,25.9,0.0,2,45,6,13,0,7,0.3692,0,0
P9958,2025-11-15,44,Regular,27.9,8.5,24.7,40.25,0,75,27,66,2,13,0.1182,0,0
P5204,2025-07-31,151,Casual,17.0,0.6,6.9,0.0,5,45,1,1,0,8,0.5429,0,0
P1729,2025-09-30,90,Casual,1.2,5.0,24.5,10.0,2,45,4,3,1,0,0.3868,0,0
P3747,2025-08-27,124,Casual,21.1,0.5,8.4,0.0,2,45,2,29,0,10,0.3836,0,0
P10244,2024-12-29,365,Regular,24.9,4.3,22.1,15.28,2,75,17,26,1,12,0.1835,0,0
P5092,2025-11-10,49,Regular,49.5,4.1,25.3,24.73,1,75,19,23,1,24,0.1004,0,0
P2614,2025-12-27,2,Casual,1.6,3.3,15.9,0.0,3,45,8,1,0,0,0.6036,0,0
P5637,2025-11-12,47,Regular,14.1,3.1,16.8,63.59,1,75,10,23,4,7,0.0911,0,0
P3099,2025-09-24,96,Casual,23.3,6.7,13.6,0.0,8,45,2,2,0,11,0.5581,1,0
P4860,2025-11-26,33,Hardcore,104.1,12.0,105.3,129.26,0,112,48,245,8,52,0.0,0,0
P4280,2025-08-19,132,Regular,52.1,2.0,59.5,26.64,1,75,8,35,1,26,0.1363,0,0
P4940,2025-12-15,14,Hardcore,87.7,20.4,123.8,108.33,1,112,46,101,7,43,0.0274,0,0
P6920,2025-06-14,198,Casual,8.5,1.1,5.1,10.0,0,45,0,2,1,4,0.2747,0,0
P8282,2025-11-15,44,Casual,14.8,0.6,12.6,0.0,2,45,0,0,0,7,0.3691,0,0
P3824,2025-04-30,243,Casual,37.8,1.2,10.0,0.0,7,45,4,3,0,18,0.464,1,0
P4219,2025-11-19,40,Regular,22.5,3.8,24.5,34.45,3,75,13,50,2,11,0.161,0,0
P1513,2025-11-07,52,Hardcore,142.9,5.2,111.3,104.97,0,112,29,132,6,71,0.0,0,0
P8898,2025-10-25,65,Casual,8.8,5.5,6.0,0.0,3,45,1,1,0,4,0.388,0,0
P3323,2025-10-11,79,Casual,2.5,1.3,15.6,0.0,0,45,12,4,0,1,0.2655,0,0
P5630,2025-06-22,190,Casual,7.8,0.7,13.9,0.0,1,45,5,4,0,3,0.324,0,0
P1738,2025-12-07,22,Regular,53.8,7.0,34.5,28.62,10,75,10,91,1,26,0.5706,1,0
P4480,2025-09-14,106,Casual,32.1,1.4,18.7,0.0,4,45,1,3,0,16,0.3623,0,0
P5502,2025-12-25,4,Casual,30.3,2.8,24.4,0.0,0,45,0,10,0,15,0.4813,0,0
P6128,2025-07-07,175,Casual,9.8,0.9,23.3,0.0,3,45,1,7,0,4,0.413,0,0
P9042,2025-11-06,53,Casual,34.5,0.5,11.6,0.0,2,45,0,3,0,17,0.3843,0,0
P4943,2025-12-08,21,Casual,5.3,0.7,15.0,0.0,11,45,3,5,0,2,0.8633,1,0
P6974,2025-09-12,108,Casual,1.0,2.1,8.2,0.0,1,45,3,12,0,0,0.3576,0,0
P8154,2025-08-13,138,Casual,10.3,1.0,7.3,0.0,0,45,1,12,0,5,0.3127,0,0
P2122,2025-11-18,41,Hardcore,211.9,15.5,171.4,146.54,4,112,61,107,9,100,0.0,0,0
P6725,2025-12-25,4,Regular,20.7,4.5,45.5,31.39,6,75,11,33,2,10,0.428,0,0
P5263,2025-07-23,159,Casual,1.0,5.7,9.9,0.0,1,45,3,0,0,0,0.342,0,0
P4624,2025-11-05,54,Casual,1.0,1.2,46.0,0.0,15,45,3,12,0,0,0.7817,1,0
P4158,2025-05-22,221,Hardcore,126.4,7.7,90.8,72.53,0,112,25,183,4,63,0.0,0,0
P1873,2025-11-30,29,Regular,36.4,2.2,39.0,35.09,3,75,11,23,2,18,0.4452,0,0
P3465,2025-12-04,25,Casual,20.7,2.3,14.3,0.0,11,45,2,7,0,10,0.7965,1,0
P7652,2025-11-14,45,Casual,4.0,2.0,9.7,0.0,0,45,8,11,0,2,0.2923,0,0
P7987,2025-11-30,29,Regular,73.5,5.6,26.6,19.53,0,75,14,23,1,36,0.2381,0,0
P2482,2025-10-17,73,Regular,33.0,4.6,28.1,53.9,0,75,10,93,3,16,0.0885,0,0
P6578,2025-08-09,142,Hardcore,120.5,19.0,67.1,31.56,2,112,48,168,2,60,0.0,0,0
P7443,2025-09-14,106,Casual,19.2,1.3,21.8,0.0,0,45,4,8,0,9,0.377,0,0
P1912,2025-12-09,20,Regular,20.1,4.5,19.1,4.54,0,75,6,82,1,10,0.3155,0,0
P2955,2025-07-14,168,Hardcore,208.4,12.9,62.7,87.88,8,112,35,143,5,100,0.1583,1,0
P5162,2025-09-08,112,Regular,34.5,4.9,36.0,54.61,5,75,9,46,3,17,0.2492,0,0
P8806,2025-12-08,21,Regular,26.5,6.4,58.8,31.04,1,75,29,34,2,13,0.1981,0,0
P2556,2025-07-05,177,Regular,25.4,3.3,14.4,23.06,18,75,6,62,1,12,0.6992,1,0
P5289,2025-12-04,25,Hardcore,177.7,7.4,132.8,87.26,3,112,33,145,5,88,0.1061,0,0
P7854,2025-09-10,110,Casual,60.8,0.7,43.3,0.0,1,45,7,0,0,30,0.2129,0,0
P2554,2025-10-06,84,Casual,2.0,2.2,12.2,0.0,13,45,5,4,0,1,0.7266,1,0
P10863,2024-12-29,365,Hardcore,222.0,10.2,109.4,50.05,1,112,36,125,3,100,0.0,0,0
P9655,2025-10-03,87,Regular,39.4,3.7,46.7,15.98,2,75,13,57,1,19,0.1538,0,0
P4097,2025-12-24,5,Casual,21.0,1.0,12.6,0.0,29,45,4,7,0,10,0.8973,1,0
P10422,2025-06-24,188,Regular,42.4,1.5,43.3,17.96,3,75,3,22,1,21,0.2177,0,0
P1496,2025-10-23,67,Regular,61.2,7.2,39.4,63.23,2,75,8,49,4,30,0.1984,0,0
P6401,2025-12-15,14,Whale,169.2,11.9,145.2,758.29,6,97,49,354,50,84,0.0295,0,0
P2968,2025-12-03,26,Casual,8.9,1.1,62.3,0.0,5,45,0,7,0,4,0.6001,0,0
P8235,2025-09-22,98,Regular,45.5,6.9,17.5,10.97,1,75,23,47,1,22,0.0446,0,0
P7811,2025-09-16,104,Casual,31.7,1.1,11.5,0.0,1,45,2,8,0,15,0.3662,0,0
P7798,2025-12-25,4,Casual,3.6,2.6,15.0,0.0,3,45,4,1,0,1,0.4876,0,0
P7228,2025-12-22,7,Hardcore,114.5,8.1,93.5,160.9,1,112,25,167,10,57,0.017,0,0
P10574,2025-08-17,134,Casual,4.3,0.5,9.7,5.0,2,45,7,2,1,2,0.5083,0,0
P6250,2025-12-26,3,Casual,14.1,1.6,5.0,0.0,1,45,2,3,0,7,0.4632,0,0
P9874,2025-06-15,197,Hardcore,105.8,20.6,45.4,162.67,2,112,35,171,10,52,0.0,0,0
P9900,2025-11-20,39,Casual,29.1,0.6,18.5,0.0,2,45,1,15,0,14,0.3438,0,0
P5261,2025-07-24,158,Hardcore,132.3,11.8,115.0,98.06,0,112,15,163,6,66,0.0,0,0
P4330,2025-12-11,18,Regular,31.5,6.1,65.4,29.67,3,75,27,78,1,15,0.2832,0,0
P7963,2025-09-23,97,Regular,31.3,2.5,61.6,8.33,2,75,15,43,1,15,0.1505,0,0
P1569,2025-10-10,80,Casual,13.9,0.8,6.5,0.0,2,45,4,6,0,6,0.3797,0,0
P4625,2025-11-12,47,Casual,10.3,2.3,44.9,0.0,8,45,2,5,0,5,0.5474,1,0
P8086,2025-08-09,142,Regular,57.2,4.3,43.7,16.69,1,75,7,32,1,28,0.0298,0,0
P3344,2025-11-03,56,Hardcore,91.0,13.5,108.5,67.8,0,112,49,145,4,45,0.0,0,0
P2607,2025-12-13,16,Hardcore,136.4,9.4,111.1,103.72,6,112,28,103,6,68,0.2185,0,0
P1419,2025-10-17,73,Hardcore,241.5,9.4,108.1,113.13,0,112,51,157,7,100,0.0,0,0
P5578,2025-12-16,13,Whale,109.9,9.5,56.1,970.94,7,97,78,223,64,54,0.05,1,0
P5859,2025-07-16,166,Hardcore,74.3,11.9,86.2,80.82,0,112,51,153,5,37,0.0,0,0
P2787,2025-10-13,77,Regular,31.4,5.0,45.0,55.28,0,75,14,29,3,15,0.0263,0,0
P2568,2025-12-20,9,Regular,26.1,2.5,29.7,37.77,0,75,15,46,2,13,0.2916,0,0
P9328,2025-12-20,9,Hardcore,153.3,13.5,125.3,72.3,4,112,24,82,4,76,0.1133,0,0
P1128,2025-10-08,82,Casual,14.8,1.4,6.1,0.0,0,45,4,0,0,7,0.356,0,0
P5337,2024-12-29,365,Hardcore,188.4,9.5,117.5,71.39,2,112,19,127,4,94,0.0,0,0
P6621,2025-07-16,166,Hardcore,91.0,14.6,95.0,149.24,4,112,35,83,9,45,0.0,0,0
P6788,2025-11-22,37,Whale,176.4,8.5,80.7,647.19,3,97,59,393,43,88,0.0,0,0
P2602,2025-04-04,269,Casual,1.0,3.7,15.7,0.0,4,45,7,30,0,0,0.4513,0,0
P10119,2025-07-16,166,Hardcore,217.9,19.8,80.1,179.56,4,112,45,88,11,100,0.0,0,0
P2541,2025-12-18,11,Casual,2.2,4.6,14.7,0.0,5,45,3,3,0,1,0.717,0,0
P6689,2025-06-02,210,Regular,37.4,4.8,33.0,15.59,1,75,12,70,1,18,0.0744,0,0
P10209,2025-04-03,270,Regular,30.8,4.4,17.7,27.59,1,75,21,33,1,15,0.1319,0,0
P5205,2025-09-28,92,Regular,58.0,3.7,19.4,16.23,8,75,2,27,1,29,0.328,1,0
